SOURCE_ROW_NUMBER,listing_id,brand,model,sub_model,model_year,raw_price,title,source_url,price,STATUS,REASON,GROUP_USED,GROUP_SIZE,GROUP_MEDIAN_PRICE,GROUP_LOG_MAD,PRICE_TO_MEDIAN_RATIO,MODIFIED_Z_SCORE
30997,19207079,Toyota,CAMRY,G,2011,฿1,2011 Toyota CAMRY 2.0 (ปี 06-12) G Sedan,https://www.one2car.com/en/for-sale/toyota-camry-g-bangkok-metropolitan-kanchanaphisek/19207079,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30998,19207078,Toyota,CAMRY,G,2011,฿1,2011 Toyota CAMRY 2.0 (ปี 06-12) G Sedan,https://www.one2car.com/en/for-sale/toyota-camry-g-bangkok-metropolitan-kanchanaphisek/19207078,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
30999,19207063,Suzuki,SWIFT,GLX,2013,฿1,2013 Suzuki SWIFT 1.2 (ปี 12-17) GLX Hatchback,https://www.one2car.com/en/for-sale/suzuki-swift-glx-bangkok-metropolitan-kanchanaphisek/19207063,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31000,19207057,Suzuki,SWIFT,GLX,2013,฿1,2013 Suzuki SWIFT 1.2 (ปี 12-17) GLX Hatchback,https://www.one2car.com/en/for-sale/suzuki-swift-glx-bangkok-metropolitan-kanchanaphisek/19207057,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31086,19198555,Audi,A1,Sportback 35 TFSI S-Line,2020,฿1,2020 Audi A1 1.5 (ปี 19-26) Sportback 35 TFSI S-Line Hatchback,https://www.one2car.com/en/for-sale/audi-a1-sportback-35-tfsi-s-line-bangkok-metropolitan-kanchanaphisek/19198555,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31124,19200185,Lexus,LX500d,,2022,฿1,2024 Lexus LX500d 3.3 (ปี 22-32) 4WD SUV,https://www.one2car.com/en/for-sale/lexus-lx500d-bangkok-metropolitan-pattanakarn-rama-ix/19200185,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31276,19187632,Mercedes-Benz,A200,AMG Dynamic,2023,฿1,2024 Mercedes-Benz A200 1.3 W177 (ปี 19-25) AMG Dynamic Sedan,https://www.one2car.com/en/for-sale/mercedes-benz-a200-amg-dynamic-bangkok-metropolitan-kanchanaphisek/19187632,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31277,19187600,BMW,330e,M Sport,2022,฿1,2022 BMW 330e 2.0 G20 (ปี 19-26) M Sport Sedan,https://www.one2car.com/en/for-sale/bmw-330e-m-sport-bangkok-metropolitan-kanchanaphisek/19187600,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31318,19185045,Mazda,2,XD High,2015,฿1,2015 Mazda 2 1.5 (ปี 15-25) XD High Sedan,https://www.one2car.com/en/for-sale/mazda-2-xd-high-bangkok-metropolitan-sukhaphiban1-2-3/19185045,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31397,19180075,Chevrolet,CAPTIVA,LSX,2013,฿1,2013 Chevrolet CAPTIVA 2.0 (ปี 11-16) LSX SUV,https://www.one2car.com/en/for-sale/chevrolet-captiva-lsx-bangkok-metropolitan-kanchanaphisek/19180075,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31398,19180064,Chevrolet,CAPTIVA,LSX,2013,฿1,2013 Chevrolet CAPTIVA 2.0 (ปี 11-16) LSX SUV,https://www.one2car.com/en/for-sale/chevrolet-captiva-lsx-bangkok-metropolitan-kanchanaphisek/19180064,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31403,19180013,Nissan,ALMERA,VL,2016,฿1,2016 Nissan ALMERA 1.2 (ปี 11-19) VL Sedan,https://www.one2car.com/en/for-sale/nissan-almera-vl-bangkok-metropolitan-kanchanaphisek/19180013,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31407,19179994,Nissan,ALMERA,VL,2016,฿1,2016 Nissan ALMERA 1.2 (ปี 11-19) VL Sedan,https://www.one2car.com/en/for-sale/nissan-almera-vl-bangkok-metropolitan-kanchanaphisek/19179994,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31582,19167639,MG,VS HEV,D,2023,฿1,2023 MG VS HEV 1.5 (ปี 22-27) D SUV,https://www.one2car.com/en/for-sale/mg-vs-hev-d-bangkok-metropolitan-kanchanaphisek/19167639,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31603,19165127,Volkswagen,SHARAN,TSI,2014,฿1,2017 Volkswagen SHARAN 2.0 (ปี 10-16) TSI Wagon AT,https://www.one2car.com/en/for-sale/volkswagen-sharan-tsi-bangkok-metropolitan-kanchanaphisek/19165127?auc=true,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31620,19162680,Audi,R8,Spyder FSI Quattro,2022,฿1,2025 Audi R8 5.2 (ปี 16-21) Spyder FSI Quattro Convertible,https://www.one2car.com/en/for-sale/audi-r8-spyder-fsi-quattro-bangkok-metropolitan-pattanakarn-rama-ix/19162680,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31632,19162721,Jaguar,E-TYPE,,1973,฿1,1993 Jaguar E-TYPE 5.3 (ปี 61-75) Convertible,https://www.one2car.com/en/for-sale/jaguar-e-type-bangkok-metropolitan-pattanakarn-rama-ix/19162721,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31633,19162709,Bentley,Flying Spur,,2022,฿1,2023 Bentley Flying Spur 4.0 (ปี 20-26) 4WD Sedan,https://www.one2car.com/en/for-sale/bentley-flying-spur-bangkok-metropolitan-pattanakarn-rama-ix/19162709,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31634,19162693,Bentley,Bentayga,,2020,฿1,2022 Bentley Bentayga 4.0 (ปี 16-20) 4WD SUV,https://www.one2car.com/en/for-sale/bentley-bentayga-bangkok-metropolitan-pattanakarn-rama-ix/19162693,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31654,19160900,BMW,330e,M Sport,2021,฿1,2021 BMW 330e 2.0 G20 (ปี 19-26) M Sport Sedan,https://www.one2car.com/en/for-sale/bmw-330e-m-sport-bangkok-metropolitan-kanchanaphisek/19160900,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31706,19156911,Neta,Neta X,Smart,2025,฿1,2025 Neta Neta X 0.0 (ปี 24-28) Smart SUV,https://www.one2car.com/en/for-sale/neta-neta-x-smart-bangkok-metropolitan-kanchanaphisek/19156911,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31729,19154932,Hyundai,GRAND STAREX,Premium,2012,฿1,2012 Hyundai GRAND STAREX 2.5 (ปี 10-17) Premium Wagon,https://www.one2car.com/en/for-sale/hyundai-grand-starex-premium-bangkok-metropolitan-bang-yai-bang-bua-thong/19154932?auc=true,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31829,19076419,Mazda,2,High Connect,2017,฿1,2017 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,https://www.one2car.com/en/for-sale/mazda-2-high-connect-eastern-region-mueang-chonburi/19076419,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
31878,19141578,Toyota,HILUX REVO,G Double Cab,2017,฿1,2017 Toyota HILUX REVO 2.8 Double Cab G 4WD Pickup,https://www.one2car.com/en/for-sale/toyota-hilux-revo-g-double-cab-eastern-region-mueang-chonburi/19141578,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32008,18965224,Mercedes-Benz,S580,e AMG Premium,2024,฿1,2024 Mercedes-Benz S580 3.0 W223 (ปี 21-28) e AMG Premium Sedan,https://www.one2car.com/en/for-sale/mercedes-benz-s580-e-amg-premium-bangkok-metropolitan-liab-duan-ram-inthra-kasetnawamin/18965224,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32180,18996701,Lexus,RX270,Luxury,2011,฿1,2011 Lexus RX270 2.7 (ปี 11-15) Luxury SUV,https://www.one2car.com/en/for-sale/lexus-rx270-luxury-bangkok-metropolitan-kanchanaphisek/18996701,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32218,18370666,Mini,COOPER,3-Door,2011,฿1,2011 Mini COOPER 1.6 R50 3-Door Hatchback,https://www.one2car.com/en/for-sale/mini-cooper-3-door-northern-region-san-sai/18370666?auc=true,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32255,18891339,Toyota,HILUX REVO,Z Edition Mid Double Cab,2020,฿1,2020 Toyota HILUX REVO 2.4 Double Cab Z Edition Mid Pickup,https://www.one2car.com/en/for-sale/toyota-hilux-revo-z-edition-mid-double-cab-southern-region-mueang-songkhla/18891339?auc=true,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32340,19102983,Mitsubishi,EVOLUTION,VI,1998,฿1,1998 Mitsubishi EVOLUTION 2.0 (โฉมท้ายเบนซ์) VI 4WD Sedan,https://www.one2car.com/en/for-sale/mitsubishi-evolution-vi-bangkok-metropolitan-liab-duan-ram-inthra-kasetnawamin/19102983,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32341,19102964,Mitsubishi,EVOLUTION,VII,2007,฿1,2010 Mitsubishi EVOLUTION 2.0 (โฉมซีเดีย) VII 4WD Sedan,https://www.one2car.com/en/for-sale/mitsubishi-evolution-vii-bangkok-metropolitan-liab-duan-ram-inthra-kasetnawamin/19102964,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
32411,18300169,Toyota,HIACE,D4D,2014,฿1,2014 Toyota HIACE 3.0 Commuter (ปี 05-19) D4D Van,https://www.one2car.com/en/for-sale/toyota-hiace-d4d-bangkok-metropolitan-pak-kret/18300169?auc=true,1.0,SUSPECTED_OUTLIER,VERY_LOW_PRICE_REVIEW,,,,,,
