MODEL_ID,FEATURE_SEQ,SOURCE_COLUMN,ORIGINAL_VALUE,FEATURE_NAME,FEATURE_TYPE,COEFFICIENT,P_VALUE,SOURCE_FEATURE_P_VALUE,CI_LOWER,CI_UPPER,IS_REFERENCE,PCS_DATE
20260919_145500,24,color,Red,color=Red,ONEHOT,119873.8123980017,4.85902099704963e-05,4.932918446538367e-80,62042.87540173859,177704.7493942648,N,2026-09-18
20260919_145500,25,color,Silver Bronze,color=Silver Bronze,ONEHOT,-3648.5409981762755,0.8796694553962244,4.932918446538367e-80,-50886.05711280844,43588.975116455884,N,2026-09-18
20260919_145500,26,color,Yellow,color=Yellow,ONEHOT,551994.0787155097,7.716072746889455e-13,4.932918446538367e-80,401072.59772425855,702915.5597067609,N,2026-09-18
20260919_145500,27,engine_size,,engine_size,NUMERIC,1056296.5042397336,0.0,0.0,1030225.721871208,1082367.286608259,N,2026-09-18
20260919_145500,28,fuel_type,Petrol,,ONEHOT,,,1.2529940624462748e-14,,,Y,2026-09-18
20260919_145500,29,fuel_type,Bi-fuel,fuel_type=Bi-fuel,ONEHOT,144770.37441573737,0.31392621236662416,1.2529940624462748e-14,-137002.6748675025,426543.4236989772,N,2026-09-18
20260919_145500,30,fuel_type,Diesel,fuel_type=Diesel,ONEHOT,-65635.76249795884,0.0018397360958238487,1.2529940624462748e-14,-106932.78216617458,-24338.742829743096,N,2026-09-18
20260919_145500,31,fuel_type,Electric,fuel_type=Electric,ONEHOT,-298764.3888142239,3.712605458917788e-11,1.2529940624462748e-14,-387258.6186785001,-210270.15894994762,N,2026-09-18
20260919_145500,32,fuel_type,Hybrid,fuel_type=Hybrid,ONEHOT,69339.68904954707,0.0014233385062934433,1.2529940624462748e-14,26737.05750353202,111942.32059556212,N,2026-09-18
20260919_145500,33,fuel_type,__OTHER__,fuel_type=__OTHER__,ONEHOT,166603.13592380373,0.6433138049083784,1.2529940624462748e-14,-538569.4501550659,871775.7220026734,N,2026-09-18
20260919_145500,34,mileage,,mileage,NUMERIC,-1.6077486089185753,1.0565437085389011e-70,1.0565437085388535e-70,-1.784605540529812,-1.4308916773073386,N,2026-09-18
20260919_145500,35,model_year,,model_year,NUMERIC,68513.61325010077,0.0,0.0,65703.51372762257,71323.71277257896,N,2026-09-18
20260919_145500,36,number_of_seats,,number_of_seats,NUMERIC,-127645.66852762863,3.3238394222192576e-108,3.3238394222192572e-108,-138927.87175457113,-116363.46530068612,N,2026-09-18
20260919_145501,1,,,(Intercept),INTERCEPT,-132658876.46169461,0.0,,-138250251.4097304,-127067501.51365884,N,2026-09-18
20260919_145501,2,body_type,Sedan,,ONEHOT,,,0.0,,,Y,2026-09-18
20260919_145501,3,body_type,Convertible,body_type=Convertible,ONEHOT,1147933.6435049868,9.564005663750804e-64,0.0,1014719.7059358221,1281147.5810741514,N,2026-09-18
20260919_145501,4,body_type,Coupe,body_type=Coupe,ONEHOT,1635329.2780675218,0.0,0.0,1563746.4558625275,1706912.100272516,N,2026-09-18
20260919_145501,5,body_type,Hatchback,body_type=Hatchback,ONEHOT,70286.32846822115,0.001525933027985602,0.0,26827.237733443733,113745.41920299857,N,2026-09-18
20260919_145501,6,body_type,Pickup,body_type=Pickup,ONEHOT,-925191.6722726158,3.952934949250732e-236,0.0,-980031.0433612928,-870352.3011839389,N,2026-09-18
20260919_145501,7,body_type,SUV,body_type=SUV,ONEHOT,-119720.92750513488,4.516271373957849e-11,0.0,-155338.85949195945,-84102.99551831033,N,2026-09-18
20260919_145501,8,body_type,Truck,body_type=Truck,ONEHOT,-823168.9412985264,1.57173698439333e-11,0.0,-1062431.9234516597,-583905.959145393,N,2026-09-18
20260919_145501,9,body_type,Van,body_type=Van,ONEHOT,348929.58321674494,8.75174761889905e-19,0.0,271695.2726810134,426163.8937524765,N,2026-09-18
20260919_145501,10,body_type,Wagon,body_type=Wagon,ONEHOT,130284.59971589665,6.265403410993642e-05,0.0,66493.13172661289,194076.0677051804,N,2026-09-18
20260919_145501,11,engine_size,,engine_size,NUMERIC,1066972.9327826905,0.0,0.0,1040818.9104177061,1093126.9551476748,N,2026-09-18
20260919_145501,12,fuel_type,Petrol,,ONEHOT,,,1.6324154787613826e-11,,,Y,2026-09-18
20260919_145501,13,fuel_type,Bi-fuel,fuel_type=Bi-fuel,ONEHOT,117453.11743907824,0.41653362309612646,1.6324154787613826e-11,-165898.73762639647,400804.9725045529,N,2026-09-18
20260919_145501,14,fuel_type,Diesel,fuel_type=Diesel,ONEHOT,-85741.16614155163,4.680793195809605e-05,1.6324154787613826e-11,-127016.8861525418,-44465.44613056145,N,2026-09-18
20260919_145501,15,fuel_type,Electric,fuel_type=Electric,ONEHOT,-212733.8481914353,2.199806745280116e-06,1.6324154787613826e-11,-300795.1819609151,-124672.51442195548,N,2026-09-18
20260919_145501,16,fuel_type,Hybrid,fuel_type=Hybrid,ONEHOT,67917.57874239309,0.0018420143076495802,1.6324154787613826e-11,25179.864866242897,110655.29261854329,N,2026-09-18
20260919_145501,17,fuel_type,__OTHER__,fuel_type=__OTHER__,ONEHOT,115803.74696274337,0.7488748401447447,1.6324154787613826e-11,-593226.9390943337,824834.4330198204,N,2026-09-18
20260919_145501,18,mileage,,mileage,NUMERIC,-1.7261873006738777,8.7848825159936e-81,8.7848825159936e-81,-1.903471290834348,-1.5489033105134073,N,2026-09-18
20260919_145501,19,model_year,,model_year,NUMERIC,65519.177037633664,0.0,0.0,62756.21506497012,68282.13901029721,N,2026-09-18
20260919_145501,20,number_of_seats,,number_of_seats,NUMERIC,-125595.96514694957,1.2136025017279436e-104,1.2136025017279436e-104,-136889.256082099,-114302.67421180016,N,2026-09-18
20260919_145502,1,,,(Intercept),INTERCEPT,-157858573.17847693,0.0,,-163165065.61886817,-152552080.7380857,N,2026-09-18
20260919_145502,2,body_type,Sedan,,ONEHOT,,,0.0,,,Y,2026-09-18
20260919_145502,3,body_type,Convertible,body_type=Convertible,ONEHOT,1155985.339147728,1.0790072709959162e-64,0.0,1022856.3694734487,1289114.3088220072,N,2026-09-18
20260919_145502,4,body_type,Coupe,body_type=Coupe,ONEHOT,1651182.0616714829,0.0,0.0,1579649.4976043394,1722714.6257386263,N,2026-09-18
20260919_145502,5,body_type,Hatchback,body_type=Hatchback,ONEHOT,16878.433533973035,0.45525627529746504,0.0,-27426.84779685458,61183.714864800655,N,2026-09-18
20260919_145502,6,body_type,Pickup,body_type=Pickup,ONEHOT,-942040.5935606714,5.272140227958859e-241,0.0,-997296.8430714738,-886784.3440498691,N,2026-09-18
20260919_145502,7,body_type,SUV,body_type=SUV,ONEHOT,-137844.57112733237,5.522668382030713e-14,0.0,-173763.00684240798,-101926.13541225677,N,2026-09-18
20260919_145502,8,body_type,Truck,body_type=Truck,ONEHOT,-769724.8329681092,2.909859919040491e-10,0.0,-1008995.4883982388,-530454.1775379796,N,2026-09-18
20260919_145502,9,body_type,Van,body_type=Van,ONEHOT,372794.1947316541,4.0470806765728216e-21,0.0,295370.07649774075,450218.3129655674,N,2026-09-18
20260919_145502,10,body_type,Wagon,body_type=Wagon,ONEHOT,139495.57941978416,1.9212353724728197e-05,0.0,75530.35202166671,203460.8068179016,N,2026-09-18
20260919_145502,11,color,White,,ONEHOT,,,9.21636244551237e-90,,,Y,2026-09-18
20260919_145502,12,color,Black,color=Black,ONEHOT,27806.03199386285,0.0990017344565557,9.21636244551237e-90,-5229.576722743277,60841.64071046897,N,2026-09-18
20260919_145502,13,color,Blue,color=Blue,ONEHOT,407416.13807502383,1.3584932939042258e-18,9.21636244551237e-90,316731.2824646329,498100.9936854148,N,2026-09-18
20260919_145502,14,color,Brown,color=Brown,ONEHOT,30805.213836630708,0.48028714121140387,9.21636244551237e-90,-54736.1128573336,116346.54053059501,N,2026-09-18
20260919_145502,15,color,Cream,color=Cream,ONEHOT,733974.3130739974,1.5268702845043075e-07,9.21636244551237e-90,459971.8437238854,1007976.7824241093,N,2026-09-18
20260919_145502,16,color,Golden,color=Golden,ONEHOT,139052.1054476413,0.19530906678220236,9.21636244551237e-90,-71399.28012540395,349503.4910206866,N,2026-09-18
20260919_145502,17,color,Green,color=Green,ONEHOT,841159.4260449875,5.131408635454133e-30,9.21636244551237e-90,696445.7288368219,985873.1232531532,N,2026-09-18
20260919_145502,18,color,Grey Bronze,color=Grey Bronze,ONEHOT,24348.57772434694,0.14804088807264187,9.21636244551237e-90,-8643.742411673305,57340.897860367186,N,2026-09-18
20260919_145502,19,color,Light blue,color=Light blue,ONEHOT,848977.2514974688,8.947837009654445e-37,9.21636244551237e-90,717768.3556105298,980186.1473844078,N,2026-09-18
20260919_145502,20,color,Orange,color=Orange,ONEHOT,284469.7884324814,1.4711161731024187e-07,9.21636244551237e-90,178411.82853304545,390527.74833191733,N,2026-09-18
20260919_145502,21,color,Other,color=Other,ONEHOT,293925.7253380811,0.00021267316248194484,9.21636244551237e-90,138384.16236335086,449467.2883128113,N,2026-09-18
20260919_145502,22,color,Pink,color=Pink,ONEHOT,1019043.6750457082,4.606694253383882e-05,9.21636244551237e-90,528924.3698963134,1509162.980195103,N,2026-09-18
20260919_145502,23,color,Purple,color=Purple,ONEHOT,232448.69280125375,0.23006786482171065,9.21636244551237e-90,-147158.84955318418,612056.2351556916,N,2026-09-18
20260919_145502,24,color,Red,color=Red,ONEHOT,131697.0743193629,8.836376310512588e-06,9.21636244551237e-90,73618.58003981665,189775.56859890916,N,2026-09-18
20260919_145502,25,color,Silver Bronze,color=Silver Bronze,ONEHOT,-8190.856504428259,0.7351023137885602,9.21636244551237e-90,-55639.92942660454,39258.21641774802,N,2026-09-18
20260919_145502,26,color,Yellow,color=Yellow,ONEHOT,590736.1458413781,2.2215652589655988e-14,9.21636244551237e-90,439190.72638864914,742281.5652941072,N,2026-09-18
20260919_145502,27,engine_size,,engine_size,NUMERIC,1064395.408248833,0.0,0.0,1038221.6963814856,1090569.1201161803,N,2026-09-18
20260919_145502,28,fuel_type,Petrol,,ONEHOT,,,1.9702529278510198e-14,,,Y,2026-09-18
20260919_145502,29,fuel_type,Bi-fuel,fuel_type=Bi-fuel,ONEHOT,60122.02402005914,0.6770084139911096,1.9702529278510198e-14,-222774.20662720478,343018.2546673231,N,2026-09-18
20260919_145502,30,fuel_type,Diesel,fuel_type=Diesel,ONEHOT,-78537.86483052027,0.00020520365054353486,1.9702529278510198e-14,-119997.6511737683,-37078.078487272236,N,2026-09-18
20260919_145502,31,fuel_type,Electric,fuel_type=Electric,ONEHOT,-268052.96616839065,3.3591731826249954e-09,1.9702529278510198e-14,-356883.6958800865,-179222.23645669478,N,2026-09-18
20260919_145502,32,fuel_type,Hybrid,fuel_type=Hybrid,ONEHOT,77444.58089804364,0.00038910869134127133,1.9702529278510198e-14,34658.128312967005,120231.03348312028,N,2026-09-18
20260919_145502,33,fuel_type,__OTHER__,fuel_type=__OTHER__,ONEHOT,211498.5929098611,0.5584019913360793,1.9702529278510198e-14,-496854.4205277561,919851.6063474783,N,2026-09-18
20260919_145502,34,model_year,,model_year,NUMERIC,77917.16710520501,0.0,0.0,75292.5349004211,80541.79930998891,N,2026-09-18
20260919_145502,35,number_of_seats,,number_of_seats,NUMERIC,-132612.47669707672,8.238298076945352e-116,8.238298076944404e-116,-143932.5450375481,-121292.40835660536,N,2026-09-18
